comentarios	status
i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip	1
my sister has one also and she loves it	1
good quality	1
this is by far the worst purchase ive made on amazon	0
excellent dualpurpose headset	1
excellent	1
does not work for listening to music with the cingular 8125	0
it seems completely secure both holding on to my belt and keeping the iphone inside	1
the bottowm lineanother worthless cheap gimmick from sprint	0
having trouble with volume	0
the only good thing was that it fits comfortably on small ears	1
warning  do not buy	0
i am pairing this with my iphone and i could not be happier with it so far	1
when it opens the battery connection is broken and the device is turned off	0
i didnt want the clip going over the top of my ear causing discomfort	0
best headset ever	1
dont trust their website and dont expect any helpful support	0
it was that loudglad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use	1
the speaker is of low quality so as making the ring tones sound very cheap	0
fits comfortably came with three sizes of earbud tips	1
excellent product for the price	1
bad reception	0
this product is very high quality chinese crap	0
it was quite comfortable in the ear	1
great phone	1
dont buy this product  it fails	0
everything about this product is wrongfirst	0
the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature	1
this was utterly confusing at first which caused me to lose a couple of very very important contacts	0
terrible phone holder	0
the cutouts and buttons are placed perfectly	1
i love being able to use one headset for both by landline and cell	1
problem is that the ear loops are made of weak material and break easily	0
not nearly as good looking as the amazon picture makes it look	0
but despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official oem product	1
how stupid is that	0
i can hear while im driving in the car and usually dont even have to put it on its loudest setting	1
seller shipped quickly and much cheaper than the competitors	1
good show samsung	1
so i bought about 10 of these and saved alot of money	1
it always cuts out and makes a beep beep beep sound then says signal failed	0
couldnt figure it out	0
my phone sounded ok  not great  ok but my wifes phone was almost totally unintelligible she couldnt understand a word being said on it	0
so i had to take the battery out of the phone put it all back together and then restart it	0
while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop	0
leopard print is wonderfully wild	1
works for me	1
saggy floppy piece of junk	0
much better than the hard plastic cases	1
it also had a new problem	0
happy so far	1
cool phone	1
works good	1
motorola finally got the voice quality of a bluetooth headset right	1
