comentarios	status
it also had a new problem	0
happy so far	1
cool phone	1
works good	1
motorola finally got the voice quality of a bluetooth headset right	1
it looses connection to the phone even when it is within a couple feet between the two	0
but it is great i would really recommend it	1
makes it easier to keep up with  bluetooth when im not wearing it	0
as i said abovepretty useless	0
never got it	0
this pair of headphones is the worst that i have ever had soundwise	0
[] down the drain because of a weak snap	0
does not charge the cingular att 8525 phone	0
you get  minutes so that you can carry out the call and not get cut off"	1
however after about a year the fliptop started to get  and wobbly and eventually  screen went black and i couldnt receive and place calls	0
i kept  the cable on the seat and i had to pull the phone out to turn it on an off	0
the headset fulfills  requirements so i am happy with  purchase	1
 bluetooth headset is a 10	1
i like the fact that it rests lightly against your ear rather than inside	1
a lot of websites have  rating this a very good phone and so do i	1
i have tried these cables with  computer and  ipod and it works just fine	1
the  there is a joke and the volume is quite low	0
im returning them	0
i does not maintain a connection with the computer while it is on  lap	0
it is easy to turn on and off when you are in the car and the volume controls are quite accessable	1
i have had mine for about a year and this christmas i bought  for the rest of the family	1
otherwise easy to  and use clear sound	1
nice leather	1
i had to purchase a different case	0
it is a joy to use	1
very much disappointed with this company	0
very satisifed with that	1
it didnt charge for me	0
this is the phone to get for 2005 i just bought  s710a and all i can say is wow	1
buttons are too small	0
just reading on the specs alone makes you say wow	1
love it great armband	1
i really like this product over the motorola because it is allot clearer on the ear piece and the 	1
however the keypads are so tinny that i sometimes reach the wrong buttons	0
i  the sony ericson z500a for this and im pretty happy with that decision	1
i was very impressed with the price of the cases	1
also makes it easier to hold on to	1
i use this product in a motor control center where there is a lot of  voltage humming from the equipment and it works great	1
its pretty easy	1
i cannot make calls at certain places	0
however  girl was complain that  time the phone doesnt wake up like  phone does	0
beautiful styling though	1
this company charge me a restocking fee and still not  me  refund back	0
im trying to return it for a refund	0
i plugged it in only to find out not a darn thing worked	0
excellent product	1
earbud piece breaks easily	0
lousy product	0
this phone tries very hard to do everything but fails at its very ability to be a phone	0
it is the best charger i have seen on the market yet	1
sweetest phone	1
oh the charger seems to work fine	1
it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal	1
not enough volume	0
echo problemvery unsatisfactory	0
you could only take 2 videos at a time and the quality was very poor	0
dont waste your money	0
i am going to have to be the first to negatively review this product	0
adapter does not provide enough charging current	0
there was so much  over this phone that i assumed it was the best  mistake	0
you also cannot take pictures with it in the case because the lense is 	0
phone falls out easily	0
it didnt work people can not hear me when i talk	0
the text messaging  is really tricky to use	0
im really disappointed all i have now is a charger that doesnt work	0
painful on the ear	0
lasted one day and then blew up	0
